Model,Link
Samsung Galaxy A13 64/4 GB,https://torob.com/p/c248e83f-2af8-4957-8a91-5e72a0f3acef/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a13-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-64-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A13 128/4 GB,https://torob.com/p/328b901a-74d4-4be0-94e5-0b5e064fe42c/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a13-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A13 128/6 GB,https://torob.com/p/79cdc70c-8d97-4852-a8ae-066ee0d7febd/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a13-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A23 64/4 GB,https://torob.com/p/eef9da8b-69b0-4f57-b51b-2aad299b6eda/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a23-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-64-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A23 128/4 GB,https://torob.com/p/b0b6b7b3-d1d9-4cfb-b0d8-8cc0a95b02f3/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a23-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A23 128/6 GB,https://torob.com/p/3f85efce-55a0-41e0-b1fc-e8b3266ff394/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a23-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A33 5G 128/6 GB,https://torob.com/p/797675a2-dfb0-4581-8507-33603cb021fd/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a33-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A33 5G 128/8 GB,https://torob.com/p/b9a493fa-d381-4f14-892b-82ad8a55ce4b/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a33-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A53 5G 128/6 GB,https://torob.com/p/7e42a036-c5a8-4611-905c-8254e3187d22/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a53-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A53 5G 128/8 GB,https://torob.com/p/79d0860e-5ae0-475f-94bd-4b7ac5aa4b44/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a53-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A53 5G 256/8 GB,https://torob.com/p/3e7e8907-cd2a-4668-b8ea-8017eeed6f64/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a53-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-256-%D8%B1%D9%85-8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A73 5G 128/6 GB,https://torob.com/p/ea7f7987-36d6-4e0a-9d73-fc66b7466f74/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a73-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A73 5G 128/8 GB,https://torob.com/p/75df54e8-a14d-4118-827f-1ba9409ca029/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a73-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A73 5G 256/8 GB,https://torob.com/p/b768a136-d151-4abd-9072-7724158b21cc/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a73-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-256-%D8%B1%D9%85-8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy S21 FE 5G 256 GB,https://torob.com/p/1d271685-1c53-48f8-a419-ebc9f33cfe00/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-s21-fe-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-256-%D8%B1%D9%85-8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy S21 FE 5G 128 GB,https://torob.com/p/80585ad0-9765-440a-879f-a0b2a284d295/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-s21-fe-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy S23 Ultra 5G 256/12 GB,https://torob.com/p/78548a2d-f5f2-4e3c-ab58-166df48a50e2/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-s23-ultra-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-256-%D8%B1%D9%85-12-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy S23 Ultra 5G 512/12 GB,https://torob.com/p/8afbda53-3d5b-4171-a6e2-e6999cee7955/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-s23-ultra-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-512-%D8%B1%D9%85-12-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A04E 32/3 GB,https://torob.com/p/a1512ed7-b82f-4a28-b23d-9bbaded1771a/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a04e-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-32-%D8%B1%D9%85-3-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A04E 64/3 GB,https://torob.com/p/37c81c20-6db2-40c0-b205-2d549ade2222/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a04e-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-64-%D8%B1%D9%85-3-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A04E 64/4 GB,https://torob.com/p/20319870-8b1c-4dc0-b452-c6bae81b903e/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a04e-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-64-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A04E 128/4 GB,https://torob.com/p/1249a475-b157-480b-badc-9b97e4d7db22/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a04e-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A04 32/3 GB,https://torob.com/p/b4f4d58a-9279-43a5-814b-c61f9705c379/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a04-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-32-%D8%B1%D9%85-3-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A04 32/4 GB,https://torob.com/p/69ac2df8-7417-46e2-b521-2bcaa30c81cf/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a04-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-32-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A04 64/4 GB,https://torob.com/p/ae92a4f4-b8e8-43cc-83b8-b91c7323aace/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a04-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-64-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A04S 32/3 GB,https://torob.com/p/aa372528-5fe4-4772-99e0-d7b4417ca719/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a04s-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-32-%D8%B1%D9%85-3-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A04S 64/4 GB,https://torob.com/p/3b79f717-78f1-4364-9ae1-01f17f32d828/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a04s-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-64-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A04S 128/4 GB,https://torob.com/p/6a1d2b5b-27ac-4894-a779-6c5b58c4e9e5/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a04s-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A14 64/4 GB,https://torob.com/p/76ffa3ee-b6e8-4147-8d9f-7a452bd0a128/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a14-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-64-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A14 128/4 GB,https://torob.com/p/f25e0f3e-cb35-4ad1-a8cb-54b620b41c11/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a14-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A14 128/6 GB,https://torob.com/p/d467c8c8-87d5-4a04-a5ba-dbb91957ff56/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a14-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A24 128/4 GB,https://torob.com/p/3172ada6-aefa-46d5-acd1-ca2dc51da3d1/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a24-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-4-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A24 128/6 GB,https://torob.com/p/71f4bf49-9477-4756-8501-831c8144bf5f/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a24-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A24 128/8 GB,https://torob.com/p/d69456b0-9b75-4685-91ab-ff628523bbed/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a24-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A34 5G 128/6 GB,https://torob.com/p/a11a6d4d-f766-4af8-b406-b5b8017ed8a7/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a34-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-6-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A34 5G 128/8 GB,https://torob.com/p/4b6389b3-0674-43aa-8657-65ad48113eea/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a34-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A54 5G 128/8 GB,https://torob.com/p/d932820f-2195-4403-b9a2-8e8d57f6081a/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a54-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%D8%B1%D9%85-8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy A54 5G 256/8 GB,https://torob.com/p/f5898693-4113-491b-a157-74e0bdaa921a/%DA%AF%D9%88%D8%B4%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-a54-5g-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-256-%D8%B1%D9%85-8-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Samsung Galaxy R900,https://torob.com/p/00c82afe-9e0f-479f-b9f7-6b164af905a4/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-galaxy-watch-5-40mm-_-sm-r900/
Samsung Galaxy R910,https://torob.com/p/96a4e265-16bc-4ea5-b343-140a8d60d223/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%DA%AF%D9%84%DA%A9%D8%B3%DB%8C-%D9%88%D8%A7%DA%86-5-_-r910-%D8%B3%D8%A7%DB%8C%D8%B2-44-%D9%85%DB%8C%D9%84/
Samsung Galaxy R920,https://torob.com/p/12f98b69-ea8d-4b34-b9a8-a352926b8cf1/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-45-%D9%85%DB%8C%D9%84%DB%8C%D9%85%D8%AA%D8%B1%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-galaxy-watch-5-pro-r920/
Apple Watch SE 40mm,https://torob.com/p/b5c3ce15-8225-4771-85e7-635a5c5cb144/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%A7%D9%BE%D9%84-se-2022-%D8%B3%D8%A7%DB%8C%D8%B2-40/
Apple Watch SE 44mm,https://torob.com/p/84538ec3-d87f-4063-937f-1b2ca114a230/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%A7%D9%BE%D9%84-%D9%85%D8%AF%D9%84-se-2022-%D8%B3%D8%A7%DB%8C%D8%B2-44/
Apple Watch 8 41mm,https://torob.com/p/09f2947f-2aae-4d1f-b5ae-6e2f5230b1fe/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%A7%D9%BE%D9%84-%D9%85%D8%AF%D9%84-%D8%B3%D8%B1%DB%8C-8-41-%D9%85%DB%8C%D9%84%DB%8C%D9%85%D8%AA%D8%B1%DB%8C/
Apple Watch 8 45mm,https://torob.com/p/395bf2fa-4c69-469a-93e2-eec01c25e9b5/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%A7%D9%BE%D9%84-%D9%85%D8%AF%D9%84-%D8%B3%D8%B1%DB%8C-8-45-%D9%85%DB%8C%D9%84%DB%8C%D9%85%D8%AA%D8%B1%DB%8C/
Apple iPhone 13 128 GB (Not Active),https://torob.com/p/54b035ab-6415-404a-9308-f0c28c09cb64/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-not-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 256 GB (Not Active),https://torob.com/p/ca75744f-00f1-484e-93d1-8f539c7b0941/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-not-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-256-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 512 GB (Not Active),https://torob.com/p/53ccd0e8-8dfe-42fb-ae8d-40543edcae1e/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-not-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-512-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 128 GB (Active),https://torob.com/p/c4403c1a-3595-4ba5-a5cd-1e2ea3ac0f09/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 256 GB (Active),https://torob.com/p/799f0b8e-f877-41d6-87ab-aaf0c35a565f/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-256-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro Max 128 GB (Not Active),https://torob.com/p/32869891-6554-4d83-b5ec-ff421a196696/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-max-not-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro Max 256 GB (Not Active),https://torob.com/p/4b0c3d72-defc-456f-97f4-813a5ebbcf6d/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-max-not-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-256-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro Max 512 GB (Not Active),https://torob.com/p/e54077e1-0a7c-4e5c-925a-b6eec4714aa0/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-max-not-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-512-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro Max 1 TB (Not Active),https://torob.com/p/213e7e94-8a92-403c-b1bd-cb04a8a9be5f/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-max-not-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-1-%D8%AA%D8%B1%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro Max 128 GB (Active),https://torob.com/p/40f361ab-8cae-4bd4-a30f-fa79f5d98932/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-max-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro Max 256 GB (Active),https://torob.com/p/64b616b8-0d44-4fa5-81b0-170885a2c36c/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-max-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-256-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro Max 512 GB (Active),https://torob.com/p/8e3ac9ac-5354-4394-ba8c-46303a8d9448/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-max-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-512-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro Max 1 TB (Active),https://torob.com/p/e2fb7fe5-0dfb-4b52-883a-165533004d89/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-max-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-1-%D8%AA%D8%B1%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro 128 GB (Not Active),https://torob.com/p/9588f1e4-4dcd-46fb-bd5f-ba99aa73b1a7/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-not-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro 256 GB (Not Active),https://torob.com/p/a149d8d9-53fa-4a93-8a50-f63c863119f1/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-not-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-256-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro 512 GB (Not Active),https://torob.com/p/b8f631de-1452-48ff-b34f-90af64f47e58/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-not-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-512-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro 1 TB (Not Active),https://torob.com/p/63d4d48b-98ae-4a1d-b9bc-ec3fde6b15c2/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-not-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-1-%D8%AA%D8%B1%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro 128 GB (Active),https://torob.com/p/9749fd5e-1035-4bc0-87bb-398f4d98b001/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-128-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro 256 GB (Active),https://torob.com/p/f10523ec-4b2b-46eb-83b9-7af7c03ea3a8/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-256-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro 512 GB (Active),https://torob.com/p/03f7c476-d0b6-4a68-ab8d-9ca47f9e385e/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-512-%DA%AF%DB%8C%DA%AF%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/
Apple iPhone 13 Pro 1 TB (Active),https://torob.com/p/66af29f8-aef7-4011-9072-d1fcc4aa7a25/%DA%AF%D9%88%D8%B4%DB%8C-%D8%A7%D9%BE%D9%84-iphone-13-pro-active-%D8%AD%D8%A7%D9%81%D8%B8%D9%87-1-%D8%AA%D8%B1%D8%A7%D8%A8%D8%A7%DB%8C%D8%AA/